Name,GUID,ReportName,Title,YearOfPublication,LinkingUri,LinkingUrl,ServerRelativeUrl,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,Created,Length
GasLog_VGP-113-BV-1X.pdf,536859d4-6335-470e-807c-ea59ff148c25,CHROMATOLOG VGP-113-BV-1X WELL,,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/GasLog_VGP-113-BV-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ecc2245a-1582-4ac2-8506-c4609f2ccd29,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ecc2245a-1582-4ac2-8506-c4609f2ccd29,2024-02-26T01:00:26,281448
PressLog_VGP-113-BV-1X.pdf,ba43d98c-ee87-4bbc-9775-5b453fb2eeae,PRESSURE LOG VGP-113-BV-1X WELL,,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/PressLog_VGP-113-BV-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=308b5719-62a8-4616-8af8-84b0a49ba564,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=308b5719-62a8-4616-8af8-84b0a49ba564,2024-02-26T01:00:34,232649
VGP-113-BV-1X Core description.pdf,00d73936-0ad7-409f-8683-36a5582cd588,"CORE DESCRIPTION SEDIMENTOLOGICAL DATA SHEET  VGP-113-BV-1X WELL BAO VANG, BLOCK 113, OFFSHORE VIETNAM",,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/VGP-113-BV-1X Core description.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=bf6d8834-3be9-4677-8274-b07816d183b9,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=bf6d8834-3be9-4677-8274-b07816d183b9,2024-02-26T01:01:43,123491
Reconstruction...l_report_BV_3X.pdf,af970d50-0573-4679-b1fe-cff02624ff91,"Report on construction of well VGP-113-BV-3X on Structure ""Bao Vang""",,2010,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-3X/Reconstruction...l_report_BV_3X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5df237cc-8b65-4b03-a55c-8b88069a23a5,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5df237cc-8b65-4b03-a55c-8b88069a23a5,2024-02-26T01:07:29,7446926
A4_ MasterLog_BV-5X_(111-1717m).pdf,97007dc6-0cd3-4f93-a15c-bfcdd428a3b2,FORMATION EVALUATION LOG WELL : VGP-113-BV-5X,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/A4_ MasterLog_BV-5X_(111-1717m).pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=881b846a-e140-4b0f-8f23-b13fa02f6afb,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=881b846a-e140-4b0f-8f23-b13fa02f6afb,2024-02-26T01:08:01,339893
Composite Log BV_5X_English_final.pdf,56917bc4-a4d4-4b19-a844-4cc3cacd6cae,Composite Log 113-BV-5X,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Composite Log BV_5X_English_final.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e50d2818-18b5-49f5-a272-f2bcccaa545c,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e50d2818-18b5-49f5-a272-f2bcccaa545c,2024-02-26T01:08:32,68562510
BC_SHELL114_002-.pdf,57424326-78d2-4447-bbda-4d23e4b1eba6,Final Well Report 114-KT-1X,,1990,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 114/Well Report/BC_SHELL114_002-.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8d2fabae-5cfd-4cda-a503-fa22387464c1,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8d2fabae-5cfd-4cda-a503-fa22387464c1,2024-01-18T11:18:01,6084832
BC_SHELL_114_003.pdf,1eeb508d-96a9-4e75-afee-ba8d3471c6e1,Final Well Report 114-KT-1X (Geological and Geophysical),,1990,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 114/Well Report/BC_SHELL_114_003.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c02ae930-6048-4a29-ad01-1aea12f4276b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c02ae930-6048-4a29-ad01-1aea12f4276b,2024-01-18T11:18:03,2665452
TB12_Bio 114-KT-1X.pdf,140447d6-a844-49e7-9bb7-2dd9154ee7e4,Biostratigraphy of interval 800-4074m from well 114-KT-1X,,VPI,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 114/Well Report/Bio_114-KT-1X/TB12_Bio 114-KT-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=1e9d856c-36c0-4cd6-bfc9-d6de7a437893,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=1e9d856c-36c0-4cd6-bfc9-d6de7a437893,2024-02-25T17:33:12,4973687
115-A-1X Well completion report IPL 1991.pdf,074eab99-d32f-41b9-9eb1-d213ac61edb6,Well completion report115-A-1X ,,1991,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 115/115-A-1X/115-A-1X Well completion report IPL 1991.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3051e518-fb4f-4a69-895d-456eb7ccb564,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3051e518-fb4f-4a69-895d-456eb7ccb564,2024-02-25T23:32:07,4563803
115-A-1X Post drilling IPL.pdf,ad2cc367-327c-43e0-8c68-ae22f832e193,115-A-1X Post drilling Appraisal,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 115/115-A-1X/115-A-1X Post drilling IPL.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7486c378-52f5-4c33-b3db-b9fb81857762,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7486c378-52f5-4c33-b3db-b9fb81857762,2024-02-26T01:11:17,5173692
BC_IPL115_002 truoc khoan.pdf,e9a7393b-4c47-4614-a802-d6d1ca7db899,Technical Report Block 115,,1991,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 115/Block study/BC_IPL115_002 truoc khoan.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=791129a2-55a3-4ef6-b850-0736b6fb42d7,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=791129a2-55a3-4ef6-b850-0736b6fb42d7,2024-02-26T01:11:56,8671175
117-STB-1X Final well report.pdf,34a06555-dbe5-42dd-8f3a-d5a89e42c3e6,Final well report 117-STB-1X ,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 117/117-STB-1X/117-STB-1X Final well report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ea286fdc-fe29-46a6-bd4f-66aee644bb77,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ea286fdc-fe29-46a6-bd4f-66aee644bb77,2024-02-25T23:32:18,2866507
117-STB-1X Geo completion report BP.pdf,8b48ae50-d2c8-484f-b54e-2a3dbdd7ea9e,Geo completion report117-STB-1X ,,1995,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 117/117-STB-1X/117-STB-1X Geo completion report BP.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=62cfaa3f-3015-4c85-90fe-3fd2c696fa08,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=62cfaa3f-3015-4c85-90fe-3fd2c696fa08,2024-02-25T23:32:18,1527330
117-STB-1X well evaluation report.pdf,441642e4-1dc3-40a0-93b6-8846c503d058, WELL EVALUATION REPORT117-STB-1X,,1995,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 117/117-STB-1X/117-STB-1X well evaluation report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5798be3c-c517-4110-90ba-5257dfd8cca7,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5798be3c-c517-4110-90ba-5257dfd8cca7,2024-02-25T23:32:23,8944731
117-STB-1X Fluid analysis.pdf,87b5694b-9f4a-4bc1-9d61-2645c4ce5d8a,Fluid Analysis Onside Chemistry 117-STB-1X,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 117/117-STB-1X/117-STB-1X Fluid analysis.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c892918e-50f7-4a22-a004-daff044c33d8,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c892918e-50f7-4a22-a004-daff044c33d8,2024-02-26T01:13:09,191307
BC_BP 118-BT-1X Biostratigraphy.pdf,0f51644f-c0f6-4e5a-a0ec-b70fceeb467b,"BIOSTRATIGRAPHY OF THE 'INTERVAL 2000 - 3790rn (TO) IN WELL 118-BT-1X (BACH TUOC), OFFSHORE DA NANG PSA,
SOCIALIST REPUBLIC OF VIETNAM",,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-BT-1X/Bio_118-BT-1X/BC_BP 118-BT-1X Biostratigraphy.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=a2e12d01-b09f-44d8-a7c4-6ab981f900d4,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=a2e12d01-b09f-44d8-a7c4-6ab981f900d4,2024-02-25T17:35:02,4438337
Enclosure (result charts) 118-BT-1X.pdf,80f1b011-0a86-46e6-b577-b49583f9f0bf,Biostratigraphy distribution Chart,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-BT-1X/Bio_118-BT-1X/Enclosure (result charts) 118-BT-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=324548ac-b6d5-4780-8c0c-94a451816bbe,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=324548ac-b6d5-4780-8c0c-94a451816bbe,2024-02-25T17:43:37,2460766
BC_BP118_029.pdf,51db84a0-48e3-4d44-8658-3de013f63400,Biostratigraphy of interval 1472 - 2927m from B.P well 118-CVX-1X,,1991,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-1X/Bio_118-CVX-1X (1472-2927)/BC_BP118_029.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e8988f5a-7377-4f65-9ebf-af90aa17ad54,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e8988f5a-7377-4f65-9ebf-af90aa17ad54,2024-02-25T17:47:57,914915
Biostratigraphy Report_118-CVX-2X&2XST1.pdf,4eef93e9-f605-47d1-a7f2-38791dd998cf,BIOSTRATIGRAPHY REPORT 118-CVX-2X,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Biostratigraphy Report_118-CVX-2X&2XST1.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f9e25d85-4975-41e0-8db4-f1ef4b2669b8,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f9e25d85-4975-41e0-8db4-f1ef4b2669b8,2024-02-25T17:50:19,1635866
Enclosure 01.pdf,0788f35c-0ded-4bd3-9dfe-223d93cc49c9,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 01.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f98cd1bf-cc22-4577-b0b0-e1b461a3eb44,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f98cd1bf-cc22-4577-b0b0-e1b461a3eb44,2024-02-25T17:51:15,282386
Enclosure (charts) 118-CVX-2X&2XST1.pdf,57153227-ec28-463d-b470-7e8011ba4ea4,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure (charts) 118-CVX-2X&2XST1.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=b94991f3-d6c8-4bec-b665-9446fc192f42,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=b94991f3-d6c8-4bec-b665-9446fc192f42,2024-02-25T17:51:41,1321614
Enclosure 02.pdf,7fa28843-a57d-4367-9c14-caa9c4b91a7b,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 02.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=65287d4d-8b44-477f-8a74-a2b926c0b0d0,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=65287d4d-8b44-477f-8a74-a2b926c0b0d0,2024-02-25T17:51:46,201942
Enclosure 03.pdf,882336df-db15-48b2-9fc9-5cb6e886f12d,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 03.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=11d46fd3-1767-4df6-902c-6691a1055b46,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=11d46fd3-1767-4df6-902c-6691a1055b46,2024-02-25T17:51:59,453581
Enclosure 04.pdf,5f3043ae-eac9-49a0-a009-1d94e3884a1b,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 04.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=02bbd934-a7e2-4773-add1-072ee187239f,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=02bbd934-a7e2-4773-add1-072ee187239f,2024-02-25T17:52:00,179647
Enclosure 06.pdf,e0c6f300-179b-4199-8788-c1708cc78ab7,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 06.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d2164a69-3744-41f7-8f58-0c83f61b6f49,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d2164a69-3744-41f7-8f58-0c83f61b6f49,2024-02-25T17:52:01,40916
Enclosure 05.pdf,d584b9a9-ec26-4b88-8c51-67c18b8b5eac,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 05.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4908ace1-d1ab-4c1e-8cf3-e4e48280a690,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4908ace1-d1ab-4c1e-8cf3-e4e48280a690,2024-02-25T17:52:01,55788
Enclosure 07.pdf,d6ee2e1c-ae0d-41c5-b221-a2fe23401f6b,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 07.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8ecb0465-642d-45a1-8c0c-d2646ad96735,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8ecb0465-642d-45a1-8c0c-d2646ad96735,2024-02-25T17:52:04,81751
Enclosure 08.pdf,de4e2586-7743-43b6-859b-e42e8e624449,Biostratigraphy Chart,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/Bio_118-CVX-2X&2XST1/Enclosure 08.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=b15dd809-6adf-4fd5-b301-0a51a718a947,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=b15dd809-6adf-4fd5-b301-0a51a718a947,2024-02-25T17:52:07,48245
TB 1093_Core analysis_118-CVX-3X.pdf,36224a7e-64b6-477e-926f-485bffca6159,Core analysis report well 118-CVX-3X,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-3X/TB 1093_Core analysis_118-CVX-3X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ce509f76-a176-41d1-891c-44edf52de4c2,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ce509f76-a176-41d1-891c-44edf52de4c2,2024-02-25T19:42:58,201747530
118-BT-1X well evaluation report.pdf,ab69f2b7-94f4-4fdd-820c-e5965e0245c4,"WELL EVALUATION REPORT
118-BT-1X (BACH TUOC) BLOCK 118, OFFSHORE DA NANG SOCIALIST REPUBLIC OF VIETNA",,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-BT-1X/118-BT-1X well evaluation report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=236a2c23-b09e-4590-905f-d59c441edfed,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=236a2c23-b09e-4590-905f-d59c441edfed,2024-02-25T23:32:34,26254396
118-BT-1X Final Well Report.pdf,e971ec18-d70a-4a0e-9f06-092adedde51d,Final Well Report118-BT-1X ,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-BT-1X/118-BT-1X Final Well Report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=55fda390-f889-4cd2-99ef-0b0cb0570c6a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=55fda390-f889-4cd2-99ef-0b0cb0570c6a,2024-02-25T23:32:43,17305665
118-CVX-1X Geological well report.pdf,810ec5f9-95fb-41c9-9340-9f1c4ac893dd, Geological well report118-CVX-1X,,1991,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-1X/118-CVX-1X Geological well report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7d3444b7-2549-4c84-93c6-b0fd6bb1cf6f,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7d3444b7-2549-4c84-93c6-b0fd6bb1cf6f,2024-02-25T23:32:47,3549997
118-BT-1X Petrographic and reservoir quality....pdf,71689fd8-38ba-4652-8e22-9e59e67b5086,"A petrographic and reservoir quality study of select samples from well 118-BT-1X, offshore Vietnam",,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-BT-1X/118-BT-1X Petrographic and reservoir quality....pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7491d34e-df53-4284-becf-fe79906e6997,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7491d34e-df53-4284-becf-fe79906e6997,2024-02-26T00:15:08,21462407
SWC analysis Report_118-CVX-2X.pdf,401dc931-b5be-4da0-b727-cd20c4aa5f9b,SIDEWALL CORE ANALYSIS REPORT 118-CVX-2X,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-2X/SWC analysis Report_118-CVX-2X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f5f2338d-e426-4f5d-b092-e92a0f6c18cd,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f5f2338d-e426-4f5d-b092-e92a0f6c18cd,2024-02-26T00:33:13,2330711
Pressure Evaluation Log-(118-BT-1X).pdf,5232eef6-9342-4f01-aa5c-79291c9a7306,Pressure Evaluation Log-118-BT-1X,,1993,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-BT-1X/Pressure Evaluation Log-(118-BT-1X).pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=034d3e03-8ed9-49dc-9d8f-73c55765ba95,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=034d3e03-8ed9-49dc-9d8f-73c55765ba95,2024-02-26T01:14:41,2061412
BC_BP 118-BT-1X routine core.pdf,8dbf5e5a-6972-4e1c-b701-d30a85d7b059,FINAL DATA REPORT ROUTINE CORE ANALYSIS 118-BT-1X,,1993,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-BT-1X/BC_BP 118-BT-1X routine core.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=498f37d3-8381-4a19-8522-b177611cfe74,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=498f37d3-8381-4a19-8522-b177611cfe74,2024-02-26T01:15:05,437543
BC_BP118-CVX-1X_reservoir evaluation.pdf,7ed77b9a-4bc8-4de8-ac11-253606c14d0e,"RESERVOIR QUALITY EVOLUTION OF THE DA NANG LIMESTONE WELL 118-CVX-IX, OFFSHORE VIETNAM",,1992,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-1X/BC_BP118-CVX-1X_reservoir evaluation.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8a4825b0-f765-43f9-8d86-900a414cb03b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8a4825b0-f765-43f9-8d86-900a414cb03b,2024-02-26T01:16:07,3574189
BC_BP118_041.pdf,2d1444e5-00aa-4582-bd0d-839d12cb3b9c,"SEDIMENTOLOGY OF WELL 118-CVX-IX
AND IMPLICATIONS FOR THE DA NANG PSAOFFSHORE SOCIALIST REPUBLIC OF VIETNAM",,1992,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-1X/BC_BP118_041.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4e1eb2f9-2e7e-4f15-87e5-b456b5b42bf6,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4e1eb2f9-2e7e-4f15-87e5-b456b5b42bf6,2024-02-26T01:16:31,17395821
118-CVX-4X_Geological completion report .pdf,53e3a4c2-b141-4fcf-be14-51746bea0792,Geological Completion Report 118-CVX-4X,,2015,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-4X/118-CVX-4X_Geological completion report .pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ebe8bb73-faf3-4d3a-bbae-4358c97f2ccd,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ebe8bb73-faf3-4d3a-bbae-4358c97f2ccd,2024-02-26T01:18:07,40408762
07. Core Workshop well overview.pdf,9b6985c0-0638-48fe-854e-63e260f0e055,Core Workshop Overview of Triton Horst wells,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/Block study/07. Core Workshop well overview.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=065793c4-0a82-4fae-ae4e-b0b0aaf45f59,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=065793c4-0a82-4fae-ae4e-b0b0aaf45f59,2024-02-26T01:18:59,3588798
CVX3X_LWDP_MEM_20120710_00000m_01678mMD_1_200.pdf,dcfe447e-b84b-4f66-a0ba-430c010b450c,LWD MEMORY LOG COMPOSITE 118-CVX-3X,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-3X/CVX3X_LWDP_MEM_20120710_00000m_01678mMD_1_200.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=86bdd112-cb42-4520-8642-031dac032470,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=86bdd112-cb42-4520-8642-031dac032470,2024-02-26T01:20:14,2210424
118-CVX-3X_geological completion report.pdf,75dae4a3-0b09-48af-9c63-c632c3f585df,Geological Completion Report 118-CVX-3X,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 118/118-CVX-3X/118-CVX-3X_geological completion report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=35fd53b5-0af1-4c14-81ed-368e7cfe32cb,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=35fd53b5-0af1-4c14-81ed-368e7cfe32cb,2024-02-26T01:20:36,3039828
